_id,ANY,ORGÀNICA,PROGRAMA,ECONÒMICA,DESCRIPCIÓ PARTIDA,CRÈDITS INICIALS,MODIFICACIONS CRÈDIT,CRÈDITS TOTALS CONSIGNATS,DISPOSICIONS O COMPROMISOS,OBLIGACIONS RECONEGUDES,PAGAMENTS REALITZATS
19,2021,10102,49160,22799,Comunicació-Televisió Local-Servei contracte emp. TV,244525.00,0.00,244525.00,242129.20,60180.99,60180.99
20,2021,10102,49170,22001,"Comunicació- PG-Premsa, llibres i altre",8000.00,0.00,8000.00,873.08,873.08,873.08
21,2021,10102,49170,22602,Comunicació- PG-Publicitat mitjants,250000.00,0.00,250000.00,197638.88,40014.58,40014.58
22,2021,10102,49170,629,Comunicació-Comunicacio-Altres Inv  assoc. al func.servei,0.00,0.00,0.00,0.00,0.00,0.00
23,2021,10102,49170,22699,Comunicacio-PG-Despeses diverses,0.00,0.00,0.00,0.00,0.00,0.00
24,2021,10102,49170,22799,Comunicació-PG-Treballs i serveis ealitzats emp,39000.00,0.00,39000.00,3012.90,3012.90,3012.90
25,2021,10203,13200,219,Guàrdia urbana-PG-Altre manteniment etilometres i xarxa com.,8000.00,0.00,8000.00,6807.55,2306.83,2306.83
26,2021,10203,13200,629,Guàrdia urbana-PG-Altres inversions,106600.00,100747.91,207347.91,30273.01,0.00,0.00
27,2021,10203,13200,624,Guàrdia urbana-PG-Elements de transport,136000.00,196378.70,332378.70,0.01,0.00,0.00
28,2021,10203,13200,62400,Guardia Urbana-PG-Elements de transport,0.00,0.00,0.00,0.00,0.00,0.00
29,2021,10203,13200,22799,Guàrdia urbana-PG-Treballs realitzats per empreses,0.00,0.00,0.00,0.00,0.00,0.00
30,2021,10203,13200,22699,Guàrdia urbana-PG-Despeses diverses,13382.00,0.00,13382.00,309.23,309.23,309.23
31,2021,10203,13200,22601,Guàrdia Urbana-PG-Atencions protocolàries,0.00,0.00,0.00,814.55,814.55,814.55
32,2021,10203,13200,22199,Guàrdia urbana-PG-Altres subministraments,20000.00,0.00,20000.00,615.89,615.89,615.89
33,2021,10203,13200,22104,Guàrdia urbana-PG-Vestuari,75000.00,68200.52,143200.52,3130.88,3130.88,3130.88
34,2021,10203,13200,22103,Guardia urbana-PG-Subministrament combustible vehicles,50000.00,0.00,50000.00,4391.92,4391.92,4391.92
35,2021,10203,13200,22102,Guàrdia urbana-PG-Subministraments de gas Comisaria,4000.00,0.00,4000.00,3000.00,356.67,356.67
36,2021,10203,13200,22100,Guàrdia urbana-PG-Subministrament elèctric Comisaria,87500.00,0.00,87500.00,43750.00,8949.88,8949.88
37,2021,10203,13200,214,Guàrdia urbana-PG-Reparació i manteniment vehicles,45000.00,0.00,45000.00,6341.01,6341.01,6341.01
38,2021,10203,13200,212,Guàrdia urbana-PG-Rep.mant.conserv.edificis,3500.00,0.00,3500.00,0.00,0.00,0.00
39,2021,10203,13200,202,Guardia Urbana-PG-Arrendament galeria tir,2118.00,0.00,2118.00,2117.28,705.76,705.76
40,2021,10203,13200,204,Guàrdia Urbana-PG-Arrendament Material de transport,0.00,0.00,0.00,0.00,0.00,0.00
41,2021,10203,13200,216,Guàrdia Urbana-PG-Mant.contractes sistema emisores,6000.96,0.00,6000.96,0.00,0.00,0.00
42,2021,10203,13200,625,Guàrdia Urbana-PG-Mobiliari i estris,0.00,0.00,0.00,0.00,0.00,0.00
43,2021,10203,13210,22799,Guàrdia urbana-Unitat montada-Contracte cavalls,30500.00,0.00,30500.00,20333.33,7624.95,7624.95
44,2021,10203,13300,22701,Guàrdia Urbana-Retirada  vehicles-Seguretat diposit vehicles,130000.00,91998.72,221998.72,91998.72,91998.72,91998.72
45,2021,10203,13300,22799,Guàrdia Urbana-Retirada vehicles-Contracte servei,403319.00,0.00,403319.00,58619.06,58619.06,58619.06
46,2021,10203,13301,60900,Guàrdia Urbana-Ordenacio del transit-Inversió nova infrast,0.00,0.00,0.00,0.00,0.00,0.00
47,2021,10203,13301,609,Guàrdia Urbana-Ordenacio de trànsit-Inv. nova infrastructura,0.00,131099.93,131099.93,97900.10,0.00,0.00
48,2021,10203,13301,22199,Guàrdia Urbana-Ordenació transit-Contracte subm. pintura,52000.00,0.00,52000.00,0.00,0.00,0.00
49,2021,10203,13301,619,Guàrdia Urbana-Ordenació trànsit-Inversió reposició infrast.,0.00,10123.50,10123.50,10123.50,0.00,0.00
50,2021,10203,13301,22100,Guàrdia Urbana-Ordenació transit-Subministre elèctric semaf.,47000.00,0.00,47000.00,23500.00,0.00,0.00
51,2021,10203,13301,61900,Guardia Urbana-Ordenacio deI transit-inv reposició infrast,0.00,0.00,0.00,0.00,0.00,0.00
52,2021,10203,13301,210,Guardia Urbana-Ordenació transit-Repar.i mant.semàfors,97348.49,0.00,97348.49,89300.21,16549.44,16549.44
53,2021,10203,13400,609,Guàrdia urbana-Mobilitat PG-Inversió nova infrast.,0.00,30250.00,30250.00,0.00,0.00,0.00
54,2021,10203,13400,619,Guàrdia Urbana-MobilitatPG-Inversió reposició infrast,193600.00,72190.84,265790.84,0.00,0.00,0.00
55,2021,10203,13400,623,"Guardia Urbana-Mobilitat-Maquinària,instal.lacions",0.00,0.00,0.00,0.00,0.00,0.00
56,2021,10203,13400,629,Guàrdia urbana-Mobilitat PG-Altres inversions,0.00,0.00,0.00,0.00,0.00,0.00
57,2021,10203,13400,22603,Guàrdia urbana-Mobilitat PG-Publicacions diaris,0.00,0.00,0.00,0.00,0.00,0.00
58,2021,10203,13400,22199,Guàrdia urbana-Mobilitat-Altre subministres,26000.00,0.00,26000.00,1441.49,1441.49,1441.49
59,2021,10203,13400,22104,Guàrdia urbana-Mobilitat PG-Vestuari,1900.00,0.00,1900.00,600.82,600.82,600.82
60,2021,10203,13400,640,Seguretat-Mobilitat-Plans directors,0.00,0.00,0.00,0.00,0.00,0.00
61,2021,10203,13410,219,"Guàrdia Urbana-Mobilitat-Reparació,mant. altres",10000.00,0.00,10000.00,0.00,0.00,0.00
62,2021,10203,13411,22799,Guàrdia urbana-Mobilitat-Retolacions,5000.00,0.00,5000.00,0.00,0.00,0.00
63,2021,10203,13412,22799,Guàrdia urbana-Mobilitat-Pintat i repintat,157803.00,0.00,157803.00,176357.50,29182.78,29182.78
64,2021,10203,13413,22799,Guàrdia urbana-Mobilitat-Neteja cartells via púb.,10000.00,0.00,10000.00,10605.00,1732.23,1732.23
65,2021,10203,13414,22799,Guàrdia urbana-Mobilitat-Equips suport senyalització viaria,62766.00,0.00,62766.00,47074.20,10460.94,10460.94
66,2021,10203,13500,489,Guàrdia Urbana-Protecció Civil-A fam. i inst.s.lucre,19300.00,0.00,19300.00,13500.00,12825.00,12825.00
67,2021,10203,13500,22699,Guàrdia Urbana-Protecció Civil-Despeses diverses,2000.00,0.00,2000.00,226.22,226.22,226.22
68,2021,10203,13500,22799,Guàrdia Urbana-Protecció Civil-Treballs realitzats emp.,6000.00,0.00,6000.00,200.86,200.86,200.86
69,2021,10203,13500,214,Guàrdia Urbana-Protecció Civil-Manteniment  transport,2000.00,0.00,2000.00,0.00,0.00,0.00
70,2021,10300,92000,22601,Vice-Alcaldia-Adm Gral-Atencions protocolàries i repr,2000.00,0.00,2000.00,0.00,0.00,0.00
71,2021,10300,92000,22699,Vice-Alcaldia - Despeses diverses,28000.00,0.00,28000.00,0.00,0.00,0.00
72,2021,20539,32900,410,Emp.i Ocupació-IMFE-Transferencies a OOAA,1513256.81,0.00,1513256.81,1210605.45,1210605.45,0.00
73,2021,20539,32900,619,Empresa i ocupació-IMFE-Inversió reposició insfraestructures,215000.00,0.00,215000.00,0.00,0.00,0.00
74,2021,20539,32930,482,Emp.i Ocupació-Fundació IMFE-Transferència Fundació IMFE,275314.07,0.00,275314.07,220251.26,220251.26,55062.86
75,2021,20539,43301,22799,Emp.i Ocupació-Prom.activ.emp.-Treballs empreses,43410.00,-3531.32,39878.68,1880.95,1880.95,1880.95
76,2021,20539,43301,22601,Emp.i Ocupació-Promoció actv.emp.-Atencions protocolàries,0.00,0.00,0.00,0.00,0.00,0.00
77,2021,20539,43301,629,Emp i Ocupació-Promocio activit-Alt Inv.as al func. servei,0.00,3531.32,3531.32,3531.32,3531.32,3531.32
78,2021,20539,43301,22699,Empresa i Ocupació-Promoció activ-D'altres despeses diverses,0.00,0.00,0.00,0.00,0.00,0.00
79,2021,20539,43303,489,Emp.i Ocupació-Suport iniciatives-Subvencions a institucions,83300.00,0.00,83300.00,1500.00,1500.00,1500.00
80,2021,20539,43304,47001,"Emp-.i Ocupació-Impuls,creació i creixement-Subvencions emp.",85000.00,0.00,85000.00,0.00,0.00,0.00
81,2021,20539,43950,22799,Emp.i Ocupació-Dinamització prom.emprerarial-Treballs empres,8375.00,0.00,8375.00,0.00,0.00,0.00
82,2021,20539,43952,47001,Emp.i Ocupació-Pla reactivació COVID-A empreses privades,0.00,0.00,0.00,0.00,0.00,0.00
83,2021,20539,43952,710,Emp i Ocupació-Pla Rectivació COVID-A OOAA adm.de l'entitat,0.00,10000.00,10000.00,0.00,0.00,0.00
84,2021,20539,43952,22799,Emp. i Ocupació-Pla reactivació COVID-Div.actuacions,0.00,0.00,0.00,0.00,0.00,0.00
85,2021,20539,43952,22706,Emp. i Ocupació-Pla reacitvació COVID-Estudis i treballs,0.00,0.00,0.00,0.00,0.00,0.00
86,2021,20539,43952,48900,Emp.i Ocupació-Pla reactivació COVID-Ajuts fons cooperatives,0.00,0.00,0.00,0.00,0.00,0.00
87,2021,20539,43952,770,Emp i Ocupació-Pla reactivació COVID-A empreses privades,0.00,160000.00,160000.00,11962.11,11962.11,11962.11
88,2021,20539,43952,789,Emp i Ocupació-Pla reactivació COVID-A fam.i inst.s.fin.luc.,0.00,0.00,0.00,0.00,0.00,0.00
89,2021,20539,43952,47901,Enp.i Ocupacio-Pla reactivacio COVND-Ajuts pimes i autònoms,0.00,0.00,0.00,9000.00,3000.00,3000.00
90,2021,20539,49100,710,Emp i Ocupacio-PG-Transf a OOAA adtius.de l entitat (IMFE),0.00,40000.00,40000.00,0.00,0.00,0.00
91,2021,20706,43300,22699,Promoció Econòmica-Dinamitz i promoció-D'altres despeses div,0.00,0.00,0.00,0.00,0.00,0.00
92,2021,20706,43300,22601,Promoció Econòmica-Dinamització i promoci-Atencions protocol,0.00,0.00,0.00,0.00,0.00,0.00
93,2021,20706,43951,640,Promocio Economica-PECT-NUTRISALT-Desp inversions car immat,0.00,10000.00,10000.00,0.00,0.00,0.00
94,2021,20711,13360,626,STIT-Mobilitat Smart Cities-Equips proc.informació,0.00,0.00,0.00,0.00,0.00,0.00
95,2021,20711,15000,640,STIT-Urbanisme-PG-Despeses inversions caràcter immaterial,0.00,2904.00,2904.00,0.00,0.00,0.00
96,2021,20711,43952,489,STIT-Plans reactivació COVID-Subv. autonomia  digital 2.3.3,0.00,0.00,0.00,0.00,0.00,0.00
97,2021,20711,43952,789,STIT-Pla reactivacio COVID-A famílies i inst sense fin lucre,0.00,20000.00,20000.00,0.00,0.00,0.00
98,2021,20711,49100,22701,STIT-PG-Seguretat,15573.00,0.00,15573.00,0.00,0.00,0.00
99,2021,20711,49100,22699,STIT-PG-Despeses diverses,9523.00,0.00,9523.00,3792.80,3792.80,3792.80
100,2021,20711,49100,22002,STIT-PG-Subscripcions electròniques Mat. informàtica,0.00,0.00,0.00,0.00,0.00,0.00
101,2021,20711,49100,22000,STIT-PG-Subscripcions electròniques mat.oficina,14520.00,0.00,14520.00,4186.60,4186.60,4186.60
102,2021,20711,49100,206,STIT-PG-Arrend. equips processos informació,4356.00,0.00,4356.00,0.00,0.00,0.00
103,2021,20711,49100,202,STIT-PG-Lloguer espais CEPID,65242.58,0.00,65242.58,57605.96,15558.11,15558.11
104,2021,20711,49100,629,STIT-PG-Altres Inversions  assoc. al funcionament servei,0.00,279.20,279.20,0.00,0.00,0.00
105,2021,20711,49100,64100,STIT-PG-Despeses en aplicacions informàtiques,0.00,0.00,0.00,0.00,0.00,0.00
106,2021,20711,49100,626,STIT-PG-Equips processos informació,283000.00,305414.75,588414.75,40868.81,24978.78,0.00
107,2021,20711,49100,623,"STIT-PG-Maquinària,instal.l.acions i eines",0.00,0.00,0.00,0.00,0.00,0.00
108,2021,20711,49100,640,STIT-PG-Despeses inversions immaterial,376905.00,69076.83,445981.83,0.00,0.00,0.00
109,2021,20711,49100,609,STIT-PG-Inversió nova infrastructura,0.00,0.00,0.00,0.00,0.00,0.00
110,2021,20711,49100,22799,STIT-PG-Treballs realitzats alt.emp.,51831.00,0.00,51831.00,49455.56,23394.34,23394.34
111,2021,20711,49100,47001,STIT-PG-A empreses privades,500.00,0.00,500.00,0.00,0.00,0.00
112,2021,20711,49100,641,STIT-PG-Despeses en aplicacions informàtiques,0.00,243521.36,243521.36,142656.81,0.00,0.00
113,2021,20711,49100,648,STIT-PG-Quotes per op.arrendament financer,0.00,0.00,0.00,0.00,0.00,0.00
114,2021,20711,49110,22799,STIT-Microinformàtica-Treballs realitzats altres emp.,0.00,0.00,0.00,0.00,0.00,0.00
115,2021,20711,49110,213,STIT-Microinformàtica-Repar.mantenim,0.00,0.00,0.00,0.00,0.00,0.00
116,2021,20711,49110,216,STIT-Microinformàtica-Repar.Equipament proc,0.00,0.00,0.00,0.00,0.00,0.00
117,2021,20711,49110,206,STIT-Microinfomàtica-Arrend. equips processos informació,121464.00,0.00,121464.00,105344.19,33626.47,33626.47
118,2021,20711,49110,22000,STIT-Microinformàtica-Material d'oficina,2000.00,0.00,2000.00,271.53,271.53,271.53
119,2021,20711,49111,22799,STIT-Sistemes informatics base-Treballs realitzats,107092.00,0.00,107092.00,69646.51,16382.28,16382.28
120,2021,20711,49112,22200,STIT-Telecomunicacions-Comunic.Telefoniques,164180.00,0.00,164180.00,112443.09,30127.26,30127.26
121,2021,20711,49112,22799,STIT-Telecomunicacions-Treballs realitzats alt.emp,32960.00,0.00,32960.00,2994.97,2994.97,2994.97
122,2021,20711,49113,216,STIT-Convenis RSM-Repar.mantenim.Equip proc d inf,0.00,0.00,0.00,0.00,0.00,0.00
123,2021,20711,49113,208,STIT-Convenis RSM-Arrendament d'altre immob mat,0.00,0.00,0.00,0.00,0.00,0.00
124,2021,20711,49116,609,STIT-Smart Cities-Inversió nova infrastructura,0.00,0.00,0.00,0.00,0.00,0.00
125,2021,20711,49120,22799,STIT-Aplic.inform.i Adcio.electronica-Treballs rea,366000.00,0.00,366000.00,330692.16,101996.50,101996.50
126,2021,20711,49121,22799,STIT-Sistemes gràfics-Treballs realitzats altres e,26749.00,0.00,26749.00,514.25,514.25,514.25
127,2021,20711,92000,626,STIT-Adm Gral PG-Equips per a processos d informació,0.00,0.00,0.00,0.00,0.00,0.00
128,2021,20906,32763,489,Ec.i Coneixement-Estudis universitaris-A inst.no lucre(Rego),137960.30,0.00,137960.30,137960.30,0.00,0.00
129,2021,20906,32763,22100,Ec.i Coneixement-Estudis universitaris-Subministre elèctric,8000.00,0.00,8000.00,4000.00,917.83,917.83
130,2021,20906,43300,22699,Ec.i Coneixement-Dinamització-Despeses diverses,56000.00,0.00,56000.00,417.49,417.49,417.49
131,2021,20906,43300,47001,Ec.i Coneixement-Dinamització-A empreses privades,0.00,0.00,0.00,0.00,0.00,0.00
132,2021,20906,43300,44900,Ec.i Coneixement-Dinamització-Subvenció a societat mpal.,925000.00,0.00,925000.00,832500.00,832500.00,832500.00
133,2021,20906,43300,22601,Ec.i Coneixement-Dinamització-Atencions protocolàries,5000.00,0.00,5000.00,60.00,60.00,60.00
134,2021,20906,43300,489,Ec.i Coneixement-Dinamització-Subv.a famílies i instit.s.l.,25234.00,0.00,25234.00,0.00,0.00,0.00
135,2021,20906,43940,74900,Ec.i Coneixement-Activitat firal-Subv.a societat mpal.,25701500.77,216111.44,25917612.21,25555714.39,25555714.39,25555714.39
136,2021,20906,43952,770,Ec i Coneixement-Pla reactivació COVID-A emp. privades,0.00,80000.00,80000.00,0.00,0.00,0.00
137,2021,20906,43952,789,Ec i Coneixement-Pla ReactivacióCOVID-A fam i inst.s.fin.luc,0.00,675000.00,675000.00,0.00,0.00,0.00
138,2021,20906,43952,489,Ec.i Coneixement-Pla reactivació COVID-Subv.in.digital 2.3.3,0.00,0.00,0.00,0.00,0.00,0.00
139,2021,20933,15200,22799,Habitatge-PG-Treballs altres empreses,100000.00,0.00,100000.00,0.00,0.00,0.00
140,2021,20933,15200,22699,Habitatge-PG-Despeses diverses,7000.00,0.00,7000.00,0.00,0.00,0.00
141,2021,20933,15200,22602,Habitatge-PG-Publicitat,0.00,0.00,0.00,4000.00,0.00,0.00
142,2021,20933,15211,44900,Habitatge-Borsa habitatge-Subv.societat EL,192055.00,40537.00,232592.00,0.00,0.00,0.00
143,2021,20933,15211,489,Habitatge-Borsa habitatge-Ajuts a fam.i institucions,70000.00,0.00,70000.00,0.00,0.00,0.00
144,2021,21108,23101,489,Serveis Grals.-Ajuts econòmics-A fam.i inst.s.lucr,140000.00,0.00,140000.00,18424.72,0.00,0.00
145,2021,21108,92000,22104,Serveis Grals.-PG-Vestuari,40000.00,36152.38,76152.38,51134.60,20474.57,20474.57
146,2021,21108,92000,22799,Serveis Grals.-PG-Treballs realtitzats per empres.,5000.00,0.00,5000.00,3242.00,2178.00,0.00
147,2021,21108,92000,44900,Serveis Grals.-PG-Subvencions a societats E.L.,1000.00,0.00,1000.00,0.00,0.00,0.00
148,2021,21108,92000,22699,Serveis Grals.-PG-Despeses diverses,12000.00,0.00,12000.00,138.34,138.34,138.34
149,2021,21108,92000,22203,Serveis Grals.-PG-Comunicacions informàtiques,0.00,0.00,0.00,0.00,0.00,0.00
150,2021,21108,92000,22603,Serveis Grals-PG-Publicacions en Diaris Oficials,3000.00,0.00,3000.00,0.00,0.00,0.00
151,2021,21108,92000,22199,Serveis Grals.-PG- Servei subministre aigua envasada,23180.00,0.00,23180.00,16448.32,1343.04,1343.04
152,2021,21108,92000,22103,Serveis Grals.-PG-Subministrament Combustibles,19000.00,0.00,19000.00,255.35,255.35,170.36
153,2021,21108,92000,214,Serveis Grals.-PG-Reparació i manteniment  vehicles,14000.00,0.00,14000.00,202.77,202.77,0.00
154,2021,21108,92000,22705,Serveis Grals.-PG-Processos electorals,0.00,0.00,0.00,63524.52,63524.52,63524.52
155,2021,21108,92000,233,Serveis Grals.-PG-Altres indemnitzacions targes pk,65000.00,0.00,65000.00,0.00,0.00,0.00
156,2021,21108,92000,640,Serveis grals.-PG-Despeses inversions caràcter immaterial,0.00,162.98,162.98,0.00,0.00,0.00
157,2021,21108,92000,629,Serveis gral.-PG-Altres inversions,0.00,3113.33,3113.33,0.00,0.00,0.00
158,2021,21108,92000,625,Serveis Grals.-PG-Mobiliari i estris,0.00,6137.46,6137.46,0.00,0.00,0.00
159,2021,21108,92000,624,Serveis Grals.-PG-Elements de transport,0.00,990.73,990.73,0.00,0.00,0.00
160,2021,21108,92001,250,Serveis Grals.-Administració RSM-Servei prestat per ent.pub.,0.00,80000.00,80000.00,0.00,0.00,0.00
161,2021,21108,92002,629,Serveis Generals-Organització-Alt. Inv  assoc.al func.servei,0.00,0.01,0.01,0.01,0.00,0.00
162,2021,21108,92002,22799,Serveis Grals.-Organització-Treb.realt.altres emp.,40000.00,0.00,40000.00,0.00,0.00,0.00
163,2021,21108,92012,22799,Serveis Generals-Contractació-D'altres treballs,0.00,0.00,0.00,0.00,0.00,0.00
164,2021,21108,92012,22104,Serveis Generals-Contractació-Vestuari,0.00,0.00,0.00,0.00,0.00,0.00
165,2021,21108,92013,22201,Serveis Grals.-Logística-Comunicacions postals,600000.00,0.00,600000.00,244855.88,244855.88,138197.78
166,2021,21108,92013,22000,Serveis Grals.-Logística-Material d'oficina,90000.00,0.00,90000.00,118000.00,12026.09,12026.09
167,2021,21108,92013,214,Serveis Grals.-Logística-Reparació  i manteniment vehicles,2500.00,0.00,2500.00,0.00,0.00,0.00
168,2021,21108,92040,22790,Serveis Grals.-Edificis-Treballs senyalització,0.00,0.00,0.00,4469.07,4469.07,4469.07
169,2021,21108,92040,22101,Serveis grals.-Edificis-Subministrament aigua,140000.00,0.00,140000.00,0.00,0.00,0.00
170,2021,21108,92040,202,Serveis Grals.-Edificis-LLoguer local (passos S.Santa),0.00,0.00,0.00,14520.00,4840.00,4840.00
171,2021,21108,92040,262,Serveis Grals.-Edificis-Treballs neteja pav.Pere Mata,10100.00,0.00,10100.00,0.00,0.00,0.00
172,2021,21108,92040,22799,Serveis Grals.-Edificis-Treballs realtitzats emp.,10000.00,0.00,10000.00,0.00,0.00,0.00
173,2021,21108,92040,22701,Serveis Grals.-Edificis-Seguretat,173460.00,19737.52,193197.52,32425.28,26132.98,26132.98
174,2021,21108,92040,22700,Serveis Grals.-Edificis-Neteja,777672.00,45573.75,823245.75,885359.76,276564.65,276564.65
175,2021,21108,92040,22699,Serveis Grals.Edificis-Despeses diverses,50000.00,0.00,50000.00,2737.73,2737.73,2737.73
176,2021,21108,92040,22110,Serveis Grals.-Edificis-Subministre prod.neteja,30000.00,0.00,30000.00,33000.00,7348.50,7348.50
177,2021,21108,92040,22100,Serveis Grals.-Edificis-Subministrament elèctric,235000.00,0.00,235000.00,117500.00,60285.44,60285.44
178,2021,21108,92041,219,Serveis Grals.Ediicis Prevenció-Manteniment extintors,25000.00,0.00,25000.00,3222.84,3222.84,3222.84
179,2021,21108,92042,202,Serveis Grals.-Edifici antic hospital- Lloguer edifici,84337.80,0.00,84337.80,84337.76,21084.45,21084.45
180,2021,21108,92080,22001,"Serveis Grals-Secretaria-Premsa,llibres i altres pub",0.00,0.00,0.00,0.00,0.00,0.00
181,2021,21108,92080,22699,Serveis Grals.-Secretaria -Despeses diverses,5000.00,0.00,5000.00,0.00,0.00,0.00
182,2021,21108,92080,22603,Serveis Grals.-Secretaria- Publicitat en Diaris Oficials,7000.00,0.00,7000.00,0.00,0.00,0.00
183,2021,21108,92085,22699,Serveis Grals.-Defensa jurídica-Despeses diverses,0.00,0.00,0.00,0.00,0.00,0.00
184,2021,21108,92085,22604,Serveis Grals.-Defensa jurídica-Jurídics i contenciosos,50000.00,0.00,50000.00,11146.08,11146.08,11146.08
185,2021,21108,92500,22699,Serveis Generals-OAC-D'altres despeses diverses,0.00,0.00,0.00,0.00,0.00,0.00
186,2021,21108,92510,202,Serveis Grals.-OAC Conveni RSM- Lloguer edifici,80453.34,0.00,80453.34,78119.34,19529.83,19529.83
187,2021,21108,92520,22699,Serveis Grals-Síndic Greuges-D'altres despeses diverses,0.00,0.00,0.00,0.00,0.00,0.00
188,2021,21108,92900,500,Serveis Generals-Imprevistos-Fons de contingència,2041421.00,-216111.44,1825309.56,0.00,0.00,0.00
189,2021,21109,13000,153,RRHH-Policia administrativa-Comp.especial dedicaci,25937.75,0.00,25937.75,9031.81,9031.81,9031.81
190,2021,21109,13000,12101,RRHH-Policia administrativa-Complement específic,67834.90,0.00,67834.90,20559.03,20559.03,20559.03
191,2021,21109,13000,12100,RRHH-Policia Administrativa-Complement destí,41261.99,0.00,41261.99,14594.63,14594.63,14594.63
192,2021,21109,13000,12009,RRHH-Policia administrativa-Altres retribucions bàsiques,20911.48,0.00,20911.48,0.00,0.00,0.00
193,2021,21109,13000,12006,RRHH-Policia administrativa-Trienis,6145.74,0.00,6145.74,2279.12,2279.12,2279.12
194,2021,21109,13000,12103,RRHH-Policia administrativa-Altres complements,0.00,0.00,0.00,0.00,0.00,0.00
195,2021,21109,13000,13000,RRHH-Policia Administrativa-Retrib.basiques personal laboral,23881.44,0.00,23881.44,7309.76,7309.76,7309.76
196,2021,21109,13000,150,RRHH-Policia administrativa-Productivitat,4087.20,0.00,4087.20,4251.57,4251.57,4251.57
197,2021,21109,13000,16000,RRHH-Policia administrativa-Seguretat social,80244.17,0.00,80244.17,19394.48,19394.48,19394.48
198,2021,21109,13000,12004,RRHH-Policia administrativa-Sous grup C2,78741.60,0.00,78741.60,27898.75,27898.75,27898.75
199,2021,21109,13000,151,RRHH-Policia administrativa-Gratificacions,0.00,0.00,0.00,2393.70,2393.70,2393.70
200,2021,21109,13000,12003,RRHH-Politica admistrativa-Sous Grup C1,0.00,0.00,0.00,0.00,0.00,0.00
201,2021,21109,13200,12006,RRHH-Guardia urbana PG-Triennis,270913.41,0.00,270913.41,84077.28,84077.28,84077.28
202,2021,21109,13200,12009,RRHH-Guardia urbana PG-Altres Retribucions bàsique,385825.78,0.00,385825.78,1042.10,1042.10,1042.10
203,2021,21109,13200,12100,RRHH-Guardia urbana PG-Complement destí,753776.16,0.00,753776.16,238479.01,238479.01,238479.01
204,2021,21109,13200,12101,RRHH-Guardia urbana PG-Complement específic,4011798.62,0.00,4011798.62,1088308.94,1088308.94,1088308.94
205,2021,21109,13200,12103,RRHH-Guardia urbana PG-D'altres complements,0.00,0.00,0.00,60289.47,60289.47,60289.47
206,2021,21109,13200,122,RRHH-Guardia urbana PG-Retribucions especie,10000.00,0.00,10000.00,2094.75,2094.75,2094.75
207,2021,21109,13200,13000,RRHH-Guardia urbana PG-Retribucions basiques personal lab.,25587.99,0.00,25587.99,12663.22,12663.22,12663.22
